SYMBOL,bb_Window,rsi_Window,stddev_Window,Returns,Sharpe_Ratio,Profit_Factor,Win_Rate,Number_of_Trade,Max_Drawdown,Mean_DrawDown,Recovery_Factor,R_Squared,Event_Over_Fitting,Parameter
HBARUSDT,20,10,4,-0.00038943699999999996,-1.4482407863857623,0.0,0.0,2,0.05305705226559265,-0.01850613082129591,0.7339966759754363,0.48443154549149015,,bb_20-rsi_10-stddev_4
HBARUSDT,20,10,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_20-rsi_10-stddev_5
HBARUSDT,20,12,2,-0.0008310740000000011,-1.7361084476300301,0.5147083984175416,48.717948717948715,78,0.1113052370025791,-0.046585430260373546,0.7466620820193248,0.7755141771089371,-9.480942731934809,bb_20-rsi_12-stddev_2
HBARUSDT,20,12,3,0.0003044759999999995,0.7072487111096671,1.4587450939032562,46.15384615384615,26,0.03504240917064916,-0.0112677873736563,0.868878616527949,0.5102793884294263,17.116009143577823,bb_20-rsi_12-stddev_3
HBARUSDT,20,12,4,-0.00038943699999999996,-1.4482407863857623,0.0,0.0,2,0.05305705226559265,-0.01850613082129591,0.7339966759754363,0.48443154549149015,,bb_20-rsi_12-stddev_4
HBARUSDT,20,12,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_20-rsi_12-stddev_5
HBARUSDT,20,14,2,-9.306100000000039e-05,-0.2137471298647678,0.9254961267368838,50.81967213114754,61,0.06385994566522335,-0.023138944540908084,0.14572671340476767,0.007718990695662287,-91.5553884011559,bb_20-rsi_14-stddev_2
HBARUSDT,20,14,3,0.0001744459999999995,0.3814533884035909,1.3056509489501276,45.0,20,0.04368346350603902,-0.018916250250022464,0.3993410457847126,0.2863124361569038,,bb_20-rsi_14-stddev_3
HBARUSDT,20,14,4,-0.00038943699999999996,-1.4482407863857623,0.0,0.0,2,0.05305705226559265,-0.01850613082129591,0.7339966759754363,0.48443154549149015,,bb_20-rsi_14-stddev_4
HBARUSDT,20,14,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_20-rsi_14-stddev_5
LTCUSDT,10,10,2,0.10509059999999884,0.5926289201262283,1.096648018644158,66.08695652173913,115,35.6850384093648,-11.087486074316047,0.29449484905814194,0.1205272145269487,89.273150976397,bb_10-rsi_10-stddev_2
LTCUSDT,10,10,3,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_10-stddev_3
LTCUSDT,10,10,4,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_10-stddev_4
LTCUSDT,10,10,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_10-stddev_5
LTCUSDT,10,12,2,0.2438116999999989,1.0750745390826386,1.2635765973807696,71.25,80,32.94274634297585,-9.814581693305332,0.7401073895345861,0.2942501138458947,29.59172180826449,bb_10-rsi_12-stddev_2
