SYMBOL,fastsma_Window,Returns,Sharpe_Ratio,Profit_Factor,Win_Rate,Number_of_Trade,Max_Drawdown,Mean_DrawDown,Recovery_Factor,R_Squared,Event_Over_Fitting,Parameter
BNBUSDT,50,0.2285983371016624,1.1293883334234718,1.4069125887973022,34.48275862068966,29,27.508302578492717,-13.69789337576016,0.8310157867770124,0.5185952955602248,33.33561537820771,fastsma_50
BNBUSDT,60,0.32486261342603,1.4323183479153123,1.5492450890467406,32.0,25,30.39767477028289,-15.671119229889069,1.0687087610517478,0.5086419396375954,,fastsma_60
BNBUSDT,70,0.40837989664621177,1.6959836209915504,1.654273787519012,41.935483870967744,31,28.00382860496613,-13.311400457892011,1.4583002288972398,0.6120393746843811,30.405657370923873,fastsma_70
BNBUSDT,80,0.503561044513542,1.9786304501473782,1.8264969804587607,37.93103448275862,29,22.077268914510384,-8.939351172872662,2.2809027985457666,0.7561828857717598,23.125906757890952,fastsma_80
SOLUSDT,10,0.22300045975726646,0.941252996674525,1.2595519018263726,34.285714285714285,35,29.426090909312542,-13.75603339002146,0.7578324298817857,0.5819424137790705,41.42620469339904,fastsma_10
SOLUSDT,20,0.16574441749497495,0.7962693015722005,1.227570849137639,34.61538461538461,26,27.77583647789036,-16.186456096694208,0.5967216059430216,0.524211279380145,35.314712733188856,fastsma_20
SOLUSDT,30,0.24196994680044936,0.9860503338205251,1.356761207612894,37.5,24,25.188068447765833,-12.212802458046387,0.9606530461128391,0.6390791179048847,,fastsma_30
SOLUSDT,40,0.1922784834999719,0.8646076628935421,1.3428945733397464,40.909090909090914,22,31.557202642717098,-17.021405237701423,0.6093014190037744,0.43756722330897,,fastsma_40
SOLUSDT,50,0.36975365815091493,1.265869680132406,1.5788040233248009,45.45454545454545,22,32.734700889408906,-16.450925518085842,1.1295464693570676,0.6301065921195206,,fastsma_50
SOLUSDT,60,0.36075577701477995,1.2560182223442695,1.5839341123383326,36.36363636363637,22,34.17396181371808,-17.793911618523456,1.055645169211741,0.47589999153578333,,fastsma_60
SOLUSDT,70,0.3356325148027054,1.1983755138253638,1.5970195351097716,45.45454545454545,22,33.39238189064585,-18.070836521943285,1.0051170231037803,0.4331449511144395,,fastsma_70
SOLUSDT,80,0.4523263714837188,1.4286553392131764,1.6588353386890227,37.03703703703704,27,25.462693187153064,-13.171186064856325,1.7764278435084602,0.5936848103559158,22.76740954871193,fastsma_80
